Country,Place Name,Category,Neighbourhood / City,Description / Notes,Source (Instagram Post),Source Account,Day
Korea,Discover Seoul Pass,Tip,Seoul,"Multi-attraction + transit pass. Makes navigating Seoul significantly easier. Use code KAY-SEOULPASS for ₩5,000 discount on website/app.",https://www.instagram.com/reel/DZGpZOcvKig/,liked_posts_export,Flexible
Korea,Lotte Hotel Seoul,Accommodation,Myeongdong Seoul,5-star hotel in Myeongdong. Great for first-timers. Detailed foreigner-friendly review available. @lottehotelseoul,https://www.instagram.com/reel/CyokWNuP-cg/,liked_posts_export,Day 1-2
Korea,JW Marriott Jeju,Accommodation,Jeju Island,Luxury hotel on Jeju Island. @JWmarriotjeju — worth it for a Jeju splurge.,https://www.instagram.com/reel/C0ia5jCxxW3/,liked_posts_export,Day 12-13
Korea,Eastern Medicine Hospital (한의원),Wellness,Seoul,"Traditional Korean medicine appointment — cupping, herbal, posture, acupuncture. Under $45/appointment. Highly recommended for visitors.",https://www.instagram.com/reel/DCeu5CRSobv/,liked_posts_export,Day 7-8
Korea,Hair of Seoul,Beauty,Seoul,Hair clinic/salon. Reportedly even cheaper than Turkey for hair treatments. @hairofseoul — DM/Kakao/Instagram for bookings.,https://www.instagram.com/reel/DTweBanjiTO/,liked_posts_export,Flexible
Korea,Park Jun Hair Salon (박준뷰티랩),Beauty,Seoul,"15-step Korean hair spa. Stunning studio, friendly staff. @parkjun2342 for booking.",https://www.instagram.com/reel/DS7RzoAgtjV/,liked_posts_export,Flexible
Korea,Granhand Marine Orchid fragrance,Shopping,Hanok Village Seoul,Granhand Marine Orchid — specifically called out as a standout fragrance in the lineup. @granhand_official,https://www.instagram.com/reel/C1aoir8hzn7/,liked_posts_export,Day 5-6
Korea,Yonsei Pain Clinic (연세안통증클리닉),Wellness / Clinic,Seoul,"@yonseian.painclinic — ANS test, X-ray, 3D AI posture analysis, massage/physical therapy. Multiple saves pointing here. Specialists in back/neck pain. Reached out to creators for sponsored reviews but genuine results reported.",https://www.instagram.com/p/DZKmCWoIA-I/,korea_saved_folder,Day 7-8
Korea,신사형통정형외과 Sinsa Hyeong Tong Clinic,Wellness / Clinic,Sinsa Gangnam Seoul,"X-ray, body scan on treadmill, posture/balance analysis, back and neck treatment. Used by @reikim.artist who returns annually for back treatment post-childbirth.",https://www.instagram.com/p/DZRNomjB9zv/,korea_saved_folder,Day 7
Korea,Stretch U Care,Wellness / Clinic,Gangnam Seoul,90-min full-body stretch session — leaves you feeling completely reset. @stretch_u_care_global. 📍408 510 Dogok-ro Gangnam District Seoul.,https://www.instagram.com/p/DZMsUz8Sjgq/,korea_saved_folder,Day 7
Korea,Medione Medical Global,Wellness / Clinic,Seoul,Full body MRI scan. @medione_medical_global. Part of @celinelinarte's Seoul health clinic sweep.,https://www.instagram.com/p/DZGmuBvMt0F/,korea_saved_folder,Day 7-8
Korea,Relieve Clinic (릴리브 클리닉),Skincare,Seoul,Acne/breakout treatment clinic. @relieve_clinic_ — 3rd visit review = genuine use. Bundle treatment for active breakouts.,https://www.instagram.com/p/DWiKQBkEmhV/,korea_saved_folder,Day 7-8
Korea,APM Place (에이피엠),Shopping,Dongdaemun Seoul,"8-storey wholesale clothing building near DDP. Open until 5am. Mostly wholesale — vendors may ignore solo foreign shoppers. Better bets inside: Mimiline and NYUNYU, both open until 5am, foreigner-friendly, card accepted, tax-free.",https://www.instagram.com/p/DYJvIGIyVF3/,korea_saved_folder,Day 9 (evening)
Korea,Tongin Market (통인시장),Food,Jongno Seoul,"BEST Korean street food location. Coin-based food system — exchange money for coins at entrance, fill a tray from multiple stalls, eat communally. Solo-traveller friendly. 📍Jongno-gu Seoul near Gyeongbokgung.",https://www.instagram.com/p/DX54FrDA54_/,korea_saved_folder,Day 2
Korea,Cheongnyangni Market (청량리역 시장),Food,Cheongnyangni Seoul,Packed with Koreans of all ages — zero tourist energy. Caption deliberately vague (doesn't even name it). DM @cutthelandline 'seoul eats' for exact address.,https://www.instagram.com/p/DYsfTxxymMw/,korea_saved_folder,Day 9
Korea,Chungmuro Neighbourhood Tip,Neighbourhood,Chungmuro Seoul,@dianainseoul recommends staying in Chungmuro — between Myeongdong and Dongdaemun on lines 3/4. Bustling but non-tourist. Good transit hub for both sides of the city.,https://www.instagram.com/p/DYQXbVtTkZZ/,korea_saved_folder,Day 1-2
Korea,Bibiang Fragrances (비비앙),Shopping,Seoul,"Korean niche fragrance brand. Flagship carries Colline, Gureum, and Rondo24 — Rondo24 specifically called a repeat-buy. @bibiang_official.",https://www.instagram.com/p/DYvdxCTk0oA/,korea_saved_folder,Day 5-6
Korea,Gentle Monster Multi-Floor Flagship,Shopping,Seoul,Multi-storey Gentle Monster concept store. @gentlemonster — get the full art installation + eyewear experience.,https://www.instagram.com/p/DYvdxCTk0oA/,korea_saved_folder,Day 5-6
Korea,GOTO Mall Hongdae (고투몰),Shopping,Hongdae Seoul,Underground mall beneath Hongdae. Good for affordable fashion. Open late.,https://www.instagram.com/p/DYvdxCTk0oA/,korea_saved_folder,Day 3-4
Korea,Hyundai Seoul Department Store,Shopping,Yeouido Seoul,Not the typical tourist dept store. Curated local Korean brands. Worth the trip to Yeouido.,https://www.instagram.com/p/DYvdxCTk0oA/,korea_saved_folder,Day 6
Korea,Tamburins Flagship Seongsu,Shopping,Seongsu Seoul,Korean fragrance + beauty brand flagship. 📍316-7 Seongsu-dong 2(i)-ga Seongdong-gu Seoul.,https://www.instagram.com/p/DZBNiptyOBP/,korea_saved_folder,Day 5-6
Korea,Elorea,Shopping,Hannam Seoul,Korean niche fragrance. 📍737-1 Hannam-dong Yongsan-gu Seoul.,https://www.instagram.com/p/DZBNiptyOBP/,korea_saved_folder,Day 5-6
Korea,Youssoful Hannam,Shopping,Hannam Seoul,Korean niche fragrance boutique. 📍744-4 Hannam-dong Yongsan-gu Seoul.,https://www.instagram.com/p/DZBNiptyOBP/,korea_saved_folder,Day 5-6
Korea,Cosmic Mansion,Shopping,Jongno Seoul,Korean niche fragrance. 📍153-1 Changseong-dong Jongno-gu Seoul.,https://www.instagram.com/p/DZBNiptyOBP/,korea_saved_folder,Day 2
Korea,Nonfiction Seongsu,Shopping,Seongsu Seoul,Korean niche fragrance brand in Seongsu. 📍16-33 Seongsu-dong 1(il)-ga Seongdong-gu Seoul.,https://www.instagram.com/p/DZBNiptyOBP/,korea_saved_folder,Day 5-6
Korea,Jjimjilbang Tip — Modern Busan,Wellness / Tip,Busan,@anj.mejia_ — jjimjilbang described as the most therapeutic thing. Modern version in Busan recommended over traditional. Search 찜질방 in Naver Maps when in Busan.,https://www.instagram.com/p/DS9J8-eE9oD/,korea_saved_folder,Day 10-11
Korea,COMPILE,Nightlife,Seoul,Bar/nightlife venue. @01compile — in @shoutoutluka's verified Seoul nightlife list.,https://www.instagram.com/p/DYFF5NBRqjC/,korea_saved_folder,Evenings
Korea,ZuhZuh (저저),Nightlife,Seoul,Bar/nightlife venue. @zuhzuh.kr — in @shoutoutluka's verified Seoul nightlife list.,https://www.instagram.com/p/DYFF5NBRqjC/,korea_saved_folder,Evenings
Korea,라스트춘선 홍대 (Last Chunseon Hongdae),Nightlife,Hongdae Seoul,Bar in Hongdae. @lastchunsun_hongdae — in @shoutoutluka's verified Seoul nightlife list.,https://www.instagram.com/p/DYFF5NBRqjC/,korea_saved_folder,Day 4 (night)
Korea,Bar Eum,Nightlife,Seoul,Bar/music venue. @ongroundmusicbar — in @shoutoutluka's verified Seoul nightlife list.,https://www.instagram.com/p/DYFF5NBRqjC/,korea_saved_folder,Evenings
Korea,HIGHWAY Men's Hair,Beauty,Seoul,Men's hair salon. @highway_menshair — in @shoutoutluka's Seoul list.,https://www.instagram.com/p/DYFF5NBRqjC/,korea_saved_folder,Flexible
Korea,Buramsan Mountain (불암산),Culture,North Seoul,"Best sunset viewpoint in Seoul according to a Korean local. Hiking trail 40min for experienced, 60min beginner. 📍불암산 공영주차장 Deokneung-ro 94-gil 73. Transit: Sanggye Station Exit 1.",https://www.instagram.com/p/DYUQkyfvvAp/,korea_saved_folder,Day 8
Korea,Body + Color Analysis Korea,Wellness / Tip,Seoul,"Highly recommended experience — tells you exact body/color type and what styles, collar shapes, suit jacket vents suit you. Results can change over time with complexion. Book via Korean clinics or stylists.",https://www.instagram.com/p/DYI7BzzzRZj/,korea_saved_folder,Day 7-8
Korea,Korea Apps Guide,Tip,Seoul,"@haeinholi's guide to apps you actually need in Korea. Key tip: get an eSIM with a Korean phone number — needed for food delivery apps, restaurant waitlists, and booking confirmations.",https://www.instagram.com/p/DWLAu1noiAb/,korea_saved_folder,Day 1
Korea,Incheon Immigration Queue Skip,Tip,Incheon,@phatlifeproject's hack to clear Incheon immigration in 15 min instead of 1–1.5hrs.,https://www.instagram.com/p/DZCoHj4B_kI/,korea_saved_folder,Day 1
Korea,Weave Suites Sunyu Parkside,Accommodation,Seoyu Seoul,Confirmed great stay. @weave_suites via @liveanywhere.korea @liveanywhere.me. Serviced apartment with Han River views.,https://www.instagram.com/p/DZLLpPWhbwv/,korea_saved_folder,Day 1
Korea,Central Park Hotel Songdo,Accommodation,Incheon Songdo,'SO PEAK and cheap' for Incheon/Songdo visits. @central_park_hotel_songdo. Great if visiting Songdo as a day trip or arriving/departing from Incheon.,https://www.instagram.com/p/DZTcZzWAgrI/,korea_saved_folder,Day 1
Korea,Discover Seoul Pass (June promo),Tip,Seoul,"Multi-attraction pass. June promo code GENESIA-SEOULPASS for extra ₩5,000 off. Covers: Lotte World, N Seoul Tower, Nami Island, Gyeongbokgung + Hanbok, Seoul Aquarium, Realworld Seongsu.",https://www.instagram.com/p/DZFLzrlqTfu/,korea_saved_folder,Flexible
Japan,Akiba Fukurou Owl Cafe,Culture,"Akihabara, Tokyo","Animal cafe where you can hold and interact with owls. Memorable, low-key experience in Akihabara.",https://www.instagram.com/p/DXfYNoKAM3k/,,Flexible
Japan,Montbell Tokyo,Shopping,Tokyo,"Japanese outdoor/hiking brand - ultra-light jackets, travel clothes, high quality gear. Local favourite, often missed by tourists.",https://www.instagram.com/p/DV29GzykRBj/,,Flexible
Japan,Kamishikimi Kumanoimasu Shrine,Culture,"Takamori, Kumamoto (Kyushu)","Shrine nestled in a lush forest, ~300 steps up to the Ugeto-iwa Cave at the top. Featured in the anime/film Hotarubi no Mori e. Go early on a weekday to avoid crowds, comfy shoes needed.",https://www.instagram.com/p/DU3oxlxEoQZ/,,Flexible
Japan,Okinawa,DayTrip,Okinawa,"Tropical island getaway - beaches, snorkeling, island vibes. Very different pace from mainland Japan.",https://www.instagram.com/p/DSD-_mTgR0v/,,Flexible
Japan,Mt. Yoshino,Culture,Nara,"Iconic cherry blossom mountain in Nara, perfect day trip from Osaka/Kyoto (~2hr train + uphill bus). Walk down through layers of sakura - locals do the same walk. ~4hrs at a relaxed pace.",https://www.instagram.com/p/DUistewEVat/,,Flexible
Japan,Suwa Lake / Tateishi Park,DayTrip,Nagano,"Quiet, emotional, local Japan - the lake that inspired Kimi no Na Wa (Your Name). Go up to Tateishi Park at sunset, bring a snack, and just watch.",https://www.instagram.com/p/DT3VSMqiFHn/,,Flexible
Japan,Kusatsu Onsen,Culture,Gunma,"One of the best onsen towns in Japan - mountains, cold air, hot water, tradition everywhere. Stay at least one night and try different baths.",https://www.instagram.com/p/DT3VSMqiFHn/,,Flexible
Japan,Takachiho Gorge,DayTrip,Kyushu,"Absolutely unreal gorge - turquoise water, dramatic cliffs, mythology. One of the standout Kyushu stops.",https://www.instagram.com/p/DT3VSMqiFHn/,,Flexible
Japan,Shirakawa-go,Culture,Gifu,"UNESCO village - straight out of a fairytale in winter. Snow-covered farmhouses, quiet nights. Stay overnight if possible; once day-trippers leave it's magic.",https://www.instagram.com/p/DT8ZsHFiLVg/,,Flexible
Japan,Kamikochi,DayTrip,Nagano,"Some of the best nature in Japan - crystal rivers, alpine views, fresh mountain air. Go early and walk beyond the main bridge for quieter spots.",https://www.instagram.com/p/DT8ZsHFiLVg/,,Flexible
Japan,Kiso Valley (Nakasendo Trail),DayTrip,Nagano,"Old Japan at its best - historic post towns (Tsumago/Magome), forests, and history you can feel walking the old Nakasendo trail.",https://www.instagram.com/p/DT8ZsHFiLVg/,,Flexible
Japan,Nishikawa Daimaru Shinsaibashi (Custom Pillow),Shopping,"Shinsaibashi, Osaka","Custom pillow service by sleep experts - full posture/sleep assessment, test different heights/materials, pillow made on the spot. ¥33,000-44,000. Book a private consultation ahead.",https://www.instagram.com/p/DUN8Thuk67q/,,Flexible
Japan,Descente Tokyo,Shopping,"Harajuku, Tokyo",Japanese outerwear engineered with decades of precision - puffer jackets and technical wear. 7 min walk from Meiji-Jingumae Station exit 7.,https://www.instagram.com/p/DT2gFrOke8Z/,,Flexible
Japan,Nanga Shop Harajuku,Shopping,"Harajuku, Tokyo","Down jacket specialist, located in the WAT building near Meiji-Jingumae Station exit 7 (~6 min walk). Pairs well with a Descente visit nearby.",https://www.instagram.com/p/DT2gFrOke8Z/,,Flexible
Japan,Nakano Broadway,Shopping,"Nakano, Tokyo","Treasure trove for vintage Rolex and luxury watch hunting - huge selection, English/Mandarin-speaking staff. A must for watch collectors.",https://www.instagram.com/p/DNToCPzoP7z/,,Flexible
Japan,Otter Cafe Kyoto,Culture,Kyoto,"Animal cafe with otters - a fun, low-key activity to break up temple-hopping in Kyoto.",https://www.instagram.com/p/DMgLfCuSdOU/,,Flexible
Japan,Snow Monkey Park (Jigokudani),DayTrip,Nagano,Watch wild snow monkeys soak in hot springs - iconic Nagano day trip.,https://www.instagram.com/p/DSeLoZ_ibNZ/,,Flexible
Japan,Omotesando,Shopping,Tokyo,Upscale fashion shopping street near Harajuku - flagship stores and coat/outerwear shopping.,https://www.instagram.com/p/DS2NJzhjDUx/,,Flexible
Japan,Kyushu (region),DayTrip,Kyushu,"Two weeks here barely scratches the surface - uncrowded alternative to the main Tokyo/Kyoto/Osaka route. Cherry blossoms with no crowds, great for autumn foliage too.",https://www.instagram.com/p/DZaTtBuoGH6/,,Flexible
Taiwan,Eryanping Trail,DayTrip,"Alishan, Chiayi",Early 5am wake-up hiking trail - worth it for the sunrise views over Alishan.,https://www.instagram.com/p/DXmW1zLDhIG/,,Flexible
Taiwan,Sotetsu Grand Fresa Ximen,Accommodation,"Ximen, Taipei","Japanese hotel chain right above Ximen Station (exit 2/3). Huge clean rooms, amenities bar in lobby, vacuum-wrap & luggage delivery service, water refill station each floor. Across from Ximending's attractions including The Red House.",https://www.instagram.com/p/DT963Llkzua/,,Flexible
Taiwan,Qingjing Farm,DayTrip,Nantou,"""Little Switzerland"" - try local Yunnan-inspired dishes, see sheep roaming green meadows with European-style farmhouses. Pairs well with Hehuanshan.",https://www.instagram.com/p/DUou26QDZ7D/,,Flexible
Taiwan,Hehuanshan,DayTrip,Nantou,"Breathtaking mountain views, standing above the clouds with alpine air. Hike side trails or drive to the top. Best for sunrise - consider staying overnight nearby and renting a car for flexibility.",https://www.instagram.com/p/DUou26QDZ7D/,,Flexible
Taiwan,Taigrance,Skincare,"Da'an, Taipei",Niche Asian perfumery - fragrances inspired by familiar flavours alongside scents you won't find elsewhere. Must-visit for niche perfume fans.,https://www.instagram.com/p/DS43QqvkrVA/,,Flexible
Taiwan,Alishan National Forest Recreation Area,DayTrip,Chiayi,"Misty forests, 1000+ year old cypress trees, the iconic Alishan Forest Railway, sea of clouds, and fairytale sunrise views. Entrance ~NT$300. Stay overnight to beat the crowds - HSR to Chiayi then bus/railway, or bus direct from Chiayi Station (~2.5hrs).",https://www.instagram.com/p/DTecHjlDQRv/,,Flexible
Taiwan,Zhang A Mei's Farm,Food,Yilan,Stop on a 48hr Yilan itinerary - local farm experience.,https://www.instagram.com/p/DUZ_FYTjvHC/,,Flexible
Taiwan,Su Ao Fish Port (蘇澳漁港),Food,Yilan,Fresh sashimi lunch straight off the boats at this fishing port.,https://www.instagram.com/p/DUZ_FYTjvHC/,,Flexible
Taiwan,Tofu Cape (豆腐岬),DayTrip,Yilan,Quick cliffside stop near Su'ao - distinctive tofu-block-shaped rock formations along the coast.,https://www.instagram.com/p/DUZ_FYTjvHC/,,Flexible
Taiwan,Xingshui Black Sand Beach,DayTrip,Yilan,Black sand beach stop on the Yilan coastal route.,https://www.instagram.com/p/DUZ_FYTjvHC/,,Flexible
Taiwan,Luodong Night Market,Food,Yilan,Popular night market to cap off a Yilan day trip.,https://www.instagram.com/p/DUZ_FYTjvHC/,,Flexible
Kyrgyzstan,Bishkek,Neighbourhood,Bishkek,Capital city and a great intro to Kyrgyzstan - visit the local museums and try beshbarmak (national dish) at Navat restaurant.,https://www.instagram.com/p/DYaCX5ou6PO/,,Flexible
Kyrgyzstan,Song-Kul Lake,DayTrip,Naryn Region,"Best visited on a 3-4 day horseback trek - truly immersive nomadic experience, widely rated as a top excursion. Loop route via Kyzart: ride to Kyzart, then to the lake (cold dip + high-altitude volleyball, yurt with log burner), then back through stunning mountains. ★ top pick.",https://www.instagram.com/p/DYFDzx1NoOp/,,Flexible
Kyrgyzstan,Kyzart Village,Accommodation,Naryn Region,Starting point/staging village for Song-Kul horseback treks. Multi-course lunch with lots of tea at the stables on arrival.,https://www.instagram.com/p/DYFDzx1NoOp/,,Flexible
Kyrgyzstan,Issyk-Kul Lake,DayTrip,Issyk-Kul Region,"Kyrgyzstan's largest lake - scenic landscapes, lots to see and do around the shore. Look out for eagle hunting demonstrations.",https://www.instagram.com/p/DYaCX5ou6PO/,,Flexible
Kyrgyzstan,Altyn Arashan,DayTrip,Karakol / Issyk-Kul Region,Hot springs valley near Karakol - a must-visit. Often combined with the Ala-Kul trek; many trek on foot from Karakol but it can also be done partly on horseback.,https://www.instagram.com/p/DYaCX5ou6PO/,,Flexible
Kyrgyzstan,Ala-Kul Lake,DayTrip,Karakol / Issyk-Kul Region,"High-altitude turquoise lake - a top trekking destination near Karakol, frequently paired with Altyn Arashan in a multi-day route. ★ top pick.",https://www.instagram.com/p/DYaCX5ou6PO/,,Flexible
Kyrgyzstan,Kel-Suu Lake,DayTrip,Naryn Region (near China border),"Remote, treacherous journey but worth it - plan for 3 full days round trip. One of the most striking and least-visited alpine lakes in the country.",https://www.instagram.com/p/DYaCX5ou6PO/,,Flexible
Korea,Gyeongdong Market (Walking Tour with @wookeunshin),Culture,Jongno Seoul,"Walking tour of Gyeongdong market with local guide Wook Eun Shin. Authentic neighbourhood market, Korean BBQ, and real Seoul history. Much less touristy than Gwangjang.",https://www.instagram.com/p/DXHRWzZiEiS/,,Flexible
Korea,Spa Gogyeol (스파고결),Skincare,Seoul,"Korean lymphatic drainage facial - they absolutely snatch you up here. High intensity treatment, results are immediate.",https://www.instagram.com/p/DZaUF_kB0QT/,,Flexible
Korea,Yonsei AN Pain Clinic,Culture,Seoul,Fascinating non-skincare health assessment — full body wellness evaluation. Worth doing if interested in Korean medical tourism beyond aesthetics.,https://www.instagram.com/p/DZo9ZUXKxhT/,,Flexible
Korea,Seoul Menswear Shopping Circuit (@rogerwh0),Shopping,Seoul,Best men's clothing spots in Seoul according to @rogerwh0 — includes Llege Official among others.,https://www.instagram.com/p/DZnMG6tBTNH/,,Flexible
Korea,Salt Bread (소금빵) — Jayeondo,Food,Seoul,"The real salt bread — buttery and crisp, nothing like the name implies. Jayeondo Sogeumppang (자연도소금빵) is the original. Will ruin you for other bread.",https://www.instagram.com/p/DYQghN4q12s/,,Flexible
Korea,National Museum of Korea,Culture,Yongsan Seoul,"Top 9 treasures at the National Museum. Free entry, world class collection. Underrated by tourists who skip for palaces.",https://www.instagram.com/p/DZQPM03SQZl/,,Day 5
Korea,Alpaca World,DayTrip,Gangwon-do,"Magical afternoon with alpacas in Gangwon-do. Fluffy, gentle creatures in a gorgeous mountain setting. Perfect day trip escape from Seoul.",https://www.instagram.com/p/DX7tEeHzqsx/,,Flexible
Korea,Gangnam Kyoja (강남교자),Food,Gangnam Seoul,Perennial favourite — revisited twice a year. Known for kalguksu/mandu. Always worth the wait.,https://www.instagram.com/p/DW70zWtARaA/,,Flexible
Korea,Seoul Cafe Circuit (@minywander),Culture,Seoul,6 curated cafes worth visiting in Seoul — all vetted by a regular visitor.,https://www.instagram.com/p/DX4IlgtgbiB/,,Flexible
Korea,Ttareungyi Seoul Public Bike,Transport,Seoul,"Seoul's public bike system — download 'Seoul Bike' app, ~₩1,000 per rental, international cards OK, no sign-up needed. The 1-hour hack: ride for 1 hour straight, return within the hour, costs the flat rental rate only.",https://www.instagram.com/p/DZh1j1bAl-S/,,Flexible
Korea,Seoul Day Trips Planning Guide,DayTrip,Seoul,Key insight: plan day trips by distance and transit time or you'll waste hours. Framework for adding the right trips without over-scheduling.,https://www.instagram.com/p/DW3Y1URkywP/,,Flexible
Korea,Eunpyeong Hanok Village,Culture,Eunpyeong Seoul,"Free premium hanbok rental (1.5hrs) at Neonadeuri Center — skip the expensive Bukchon rentals. Korean-only online booking but walk-in works. Hidden neighbourhood hanok village, far less crowded.",https://www.instagram.com/p/DZH3NJUBbiC/,,Day 9
Korea,Namsan Sky Forest Trail,DayTrip,Namsan Seoul,"Easy paved trail to N Seoul Tower — bus stop takes you right to the start. Great for families, dates, solo runs. Go in the morning for fresh air.",https://www.instagram.com/p/DZge-m4Ot1X/,,Flexible
Korea,Discover Seoul Pass (code SYLVIA-SEOULPASS),Transport,Seoul,"Best tourism pass for Seoul — ₩5,000 off with code SYLVIA-SEOULPASS (valid to June 2026). Covers major attractions + transport.",https://www.instagram.com/p/DZgsIO3hPfu/,,Day 1
Korea,Seoul Vinyl Bar Circuit (@riyaplam),Culture,Seoul,"Bars that play vinyl records or have DJs: Silly Aperitivo, Osem Seoul, Culsec Seoul, Nega Iso, Hills and Europa, FFF Samgakji.",https://www.instagram.com/p/DZWf-xltDl4/,,Evenings
Korea,Jeju Island,DayTrip,Jeju,"The Hawaii of Korea — volcanic landscapes, citrus orchards, black sand beaches. Seongsan Ilchulbong (free sunrise), Hallim Park, O'Sulloc Tea Museum, Manjang Cave, Udo Island day trip.",https://www.instagram.com/p/DXvJorqJmQU/,,Flexible
Korea,Jeju Hiking Trail,DayTrip,Jeju,Essential Jeju outdoor activity — volcanic hiking. Add this to any Jeju itinerary.,https://www.instagram.com/p/DW86H4pCNuX/,,Flexible
Korea,Noryangjin Fish Market,Food,Noryangjin Seoul,Better than Gwangjang Market according to locals — crispy fried peppers and fresh seafood you'll still be thinking about. @eunicexplores pick.,https://www.instagram.com/p/DYjRXQHOFeO/,,Flexible
Korea,Bukhansan Mountain Hike,DayTrip,Bukhansan Seoul,Challenging hike with stunning views over Seoul. Budget a full day. One of the best outdoor experiences within the city limits.,https://www.instagram.com/p/DYXQbrCpdzO/,,Flexible
Korea,Unni Guide Clinic Center,Skincare,Gangnam Seoul,Korean-local pricing guaranteed. Free Anua gift set when booking ahead. 498 Gangnam-daero. 4M+ reviews via Unni app — the legit way to access Korean medical aesthetics at local rates.,https://www.instagram.com/p/DY9L_wbzMUd/,,Flexible
Korea,Jeju — Full Guide (@jun_hanok),DayTrip,Jeju,"Deep dive Jeju guide: stay in Aewol (west, sunset side) or Hallim/Hyeopjae (beach, quieter). Hike Hallasan, sea kayak Hamdeok, drive the Olle Trail.",https://www.instagram.com/p/DYRuMg1Jyzz/,,Flexible
Korea,AREX Train — Incheon to Seoul,Transport,Incheon,"Two trains from airport: Express (43 min, ₩11,000, Seoul Station only) vs All-Stop (66 min, ₩4,950, stops at Hongdae). Most solo travelers should take the All-Stop to Hongdae.",https://www.instagram.com/p/DV5VF_QjtwF/,,Day 1
Korea,Skip Myeongdong,Culture,Myeongdong Seoul,"You will simply never catch them in Myeongdong again — skip it, spend that time elsewhere.",https://www.instagram.com/p/DUBvoG2khzx/,,Flexible
Korea,Jeju — Waterfalls & Highlights,DayTrip,Jeju,"Oeadolgae Rock, Cheonjiyeon & Jeongbang Waterfalls in Seogwipo, Daepo Jusangjeolli Cliff, Camellia Hill Botanical Garden, Seongsan Ilchulbong sunrise peak.",https://www.instagram.com/p/DSX0QXhkfrW/,,Flexible
Korea,Jeju Coastal Itinerary,DayTrip,Jeju,"Hidden coastlines, dreamy cafes, volcanic views. Designed around the parts of Jeju that feel unreal.",https://www.instagram.com/p/DYqXr5tptsy/,,Flexible
Korea,Busan — Hwangnyeong-san Lookout,DayTrip,Busan,"Hwangnyeongsan Beacon (황령산 봉수대) — grab an Uber most of the way up, then a short walk to the lookout. Book Uber 10-15 mins before you want to leave. Best single thing to do in Busan.",https://www.instagram.com/p/DZcu1GUy48F/,,Flexible
Korea,Gonlun Mountain Hang Gliding — Pohang,DayTrip,Pohang,"Gollyunsan Mountain hang gliding site. 86 Mt., Chilpo-ri, Heunghae-eup. Unique activity outside the Seoul/Busan circuit.",https://www.instagram.com/p/DZRerbkMbzA/,,Flexible
Korea,Chester Travel Chingu — Custom Itinerary,Culture,Seoul,Personalised Seoul itinerary planning service — good option if you want a guide tailored to past trips rather than a generic list.,https://www.instagram.com/p/DYPsWd-qArj/,,Flexible
Korea,Korean Travel Apps,Transport,Seoul,"Apps that actually work for navigating Korea: covers transport, maps, translation tools.",https://www.instagram.com/p/DZpc5P-icRv/,,Day 1
Korea,Yonsei AN Pain Clinic (Back/Spine),Skincare,Seoul,"Manual massage therapy + physical therapy for chronic back pain. @yonseian.painclinic reached out to creator @jiragn — placebo or not, she felt better. Worth checking out for injury rehab.",https://www.instagram.com/p/DX4RhrrPZ26/,jiragn,Flexible
Korea,Seoul Donut Spot,Food,Seoul,Creator @bridgetteugarte called this one of the best bites of her life. Exact location unclear from caption — search the creator's page for the pin.,https://www.instagram.com/p/DZDukK2iFmh/,bridgetteugarte,Flexible
Korea,Namdaemun Market — Shopping Guide,Shopping,Namdaemun Seoul,"Korea travel tips for non-K-pop fans: kitchenware market (unique pottery at wholesale), baby/kids fashion street from Hoehyeon Station Exit 6, fashion accessories wholesale. Most street shops in Korea source from here. @mijainseoul's guide.",https://www.instagram.com/p/DWz2k25kiq7/,mijainseoul,Flexible
Korea,Seoul Shopping Neighbourhoods — @kaynamiee,Shopping,Seoul,"Three neighbourhoods worth returning to: Hannam-dong (uptown Hannam = quieter, curated, wander-worthy), Seongsu-dong (go even if crowded — new places keep opening), and a third. @kaynamiee's personal list.",https://www.instagram.com/p/DX59TvmPKRF/,kaynamiee,Flexible
Korea,Seoul Hot Spots — One-Sentence Guide,Culture,Seoul,@karenyuu_ summarizes every major Seoul area in one sentence each. Good orientation resource for first-timers.,https://www.instagram.com/p/DXg7SCHznnJ/,karenyuu_,Flexible
Korea,Korea Travel Tips — Chungmuro & Gangnam (@dianainseoul),Culture,Yeonam Seoul,Practical Korea travel tips from @dianainseoul — covers Chungmuro and Gangnam Unni area.,https://www.instagram.com/p/DYQarAtzuU5/,dianainseoul,Flexible
